claim,claim_label,topic,date_published,count,count2,focus,release
"A young couple was assaulted in Chicago, causing them to move back to Arizona after just one day in the city.",300,business,6-Sep-16,7,2.645751311,business,6-Sep-16
A young Marine was discharged after footage of his involvement in a racially charged altercation at a Donald Trump rally surfaced.            ,600,politics,4-Mar-16,13,3.605551275,politics,4-Mar-16
A zoo in China named a baby gorilla Harambe McHarambeface.,150,fake_news,13-Sep-16,4,2,fake_news,13-Sep-16
â€œClean coal technologyâ€ currently makes coal a clean source of energy and helps to reduce greenhouse gas emissions.,300,politics,14-Nov-16,16,4,politics,14-Nov-16
"ABC Family aired ""Christian content warnings"" before ""A Charlie Brown Christmas.""            ",150,fake_news,15-Dec-15,3,1.732050808,fake_news,15-Dec-15
ABC News has reported that Donald Trump received millions of dollars from Russia.,300,politics,31-Oct-16,1,1,politics,31-Oct-16
Abortion rates drop during Democratic presidencies and rise during Republican administrations.,150,politics,11-Nov-16,10,3.16227766,politics,11-Nov-16
"Abraham Lincoln authored a list of maxims beginning with 'You cannot bring about prosperity by discouraging thrift.'""            ",150,questionable_quotes,19-Aug-09,1,1,questionable_quotes,19-Aug-09
Abraham Lincoln endured a steady stream of failure and defeat before becoming President of the United States.            ,450,history,12-Jul-00,1,1,history,12-Jul-00
Accepting a friend request from a stranger will provide hackers with access to your computer and online accounts.            ,150,computers,17-Mar-09,1,1,computers,17-Mar-09
Access to web sites operated by the campaign of candidate Bernie Sanders is blocked on some military bases.            ,0,politics,21-Dec-15,7,2.645751311,politics,21-Dec-15
"According to a body language expert, a photograph of President Obama crying reveals he is a psychopath.            ",150,politics,7-Jan-16,7,2.645751311,politics,7-Jan-16
Account by Apollo 11 astronaut Buzz Aldrin describes his taking Communion on the moon.            ,750,glurge_gallery,7-Mar-10,3,1.732050808,glurge_gallery,7-Mar-10
"Account describes Muslims allegedly engaging in a ""dry run"" hijacking on AirTran Flight 297.            ",450,political_news,4-Dec-09,6,2.449489743,political_news,4-Dec-09
"Account describes the horrific  results of a ""Russian Sleep Experiment"" from the late 1940s.  ",150,horrors,28-Aug-13,4,2,horrors,28-Aug-13
Account of a 10-year-old boy's death explains dry drowning and its symptoms.            ,600,medical,17-Jun-08,2,1.414213562,medical,17-Jun-08
Ace Hardware is refusing to sell propane to Dakota Access pipeline protesters.            ,300,business,1-Dec-16,6,2.449489743,business,1-Dec-16
Actor Andrew Lincoln died in a car crash in February 2017.,150,fake_news,23-Feb-17,5,2.236067977,fake_news,23-Feb-17
Actor Anthony Hopkins has died.            ,150,fake_news,11-May-16,3,1.732050808,fake_news,11-May-16
Actor Ato Essandoh was killed during the filming of 'Django Unchained.'            ,150,entertainment,18-Feb-16,2,1.414213562,entertainment,18-Feb-16
"Actor Barry Williams, who played Greg Brady on 'The Brady Bunch,' was shot and killed by police officers in California.            ",150,fake_news,2-Feb-16,2,1.414213562,fake_news,2-Feb-16
Actor Denzel Washington announced he is switching his support to Donald Trump in the 2016 presidential election.,150,fake_news,3-Aug-16,1,1,fake_news,3-Aug-16
Actor Jaden Smith committed suicide in July 2016.,150,fake_news,28-Jul-16,1,1,fake_news,28-Jul-16
Actor Jim Carrey has died in a snowboarding accident.,150,fake_news,30-Apr-16,6,2.449489743,fake_news,30-Apr-16
Actor John Amos died from a heart attack on 28 December 2016.,150,fake_news,29-Dec-16,4,2,fake_news,29-Dec-16
Actor Nicolas Cage died in a motorcycle accident in July 2016.,150,fake_news,10-Jul-16,3,1.732050808,fake_news,10-Jul-16
Actor Ralph Macchio of 'Karate Kid' fame passed away in June 2016.,150,fake_news,13-Jun-16,2,1.414213562,fake_news,13-Jun-16
Actor Robert De Niro blasted Donald Trump in a video meant to encourage people to vote.,750,political_news,10-Oct-16,4,2,political_news,10-Oct-16
"Actor Samuel L. Jackson said he hoped that the San Bernardino shooter was just some ""crazy white dude.""            ",600,politics,29-Dec-15,4,2,politics,29-Dec-15
Actor Sean Penn was killed in January 2016.            ,150,fake_news,13-Jan-16,1,1,fake_news,13-Jan-16
Actor Steve Buscemi was once a firefighter and assisted the FDNY after the 9/11 attacks.            ,750,september_11th,4-Sep-13,2,1.414213562,september_11th,4-Sep-13
Actors Goldie Hawn and Kurt Russell were spotted wearing Donald Trump campaign shirts.            ,150,fauxtography,9-May-16,3,1.732050808,fauxtography,9-May-16
Actress and comedian Sherri Shepherd has died of a heart attack.            ,150,fake_news,9-Jan-17,4,2,fake_news,9-Jan-17
Actress Betty White uttered a witty rejoinder to the oft-used phrase 'Grow some balls.'            ,150,questionable_quotes,17-Jul-16,5,2.236067977,questionable_quotes,17-Jul-16
"Actress Jodie Foster said that attacking the rich is not envy, it's self-defense.",150,politics,5-Oct-16,5,2.236067977,politics,5-Oct-16
Adam Saleh was ejected from a Delta flight for speaking Arabic.            ,150,racial_rumors,21-Dec-16,19,4.358898944,racial_rumors,21-Dec-16
Adam Sandler was found dead of an apparent suicide in January 2017.            ,150,fake_news,13-Jan-17,4,2,fake_news,13-Jan-17
"Adolf Hitler said that the best way to control a people is to ""take a little of their freedom at a time.""            ",150,questionable_quotes,11-Jan-16,1,1,questionable_quotes,11-Jan-16
Adolf Hitler said that the only way that the Nazi party could have been stopped was if it were destroyed in its infancy.            ,600,politics,13-Feb-17,5,2.236067977,politics,13-Feb-17
Aerial spraying of an insecticide targeting Zika-carrying mosquitoes in South Carolina resulted in the deaths of millions of bees.            ,750,critter_country,2-Sep-16,5,2.236067977,critter_country,2-Sep-16
"After being challenged by Michelle Obama, a former Marine wrote the First Lady a scathing letter.",450,politics,21-Dec-15,3,1.732050808,politics,21-Dec-15
"After breaking up with Brad Pitt, Angelina Jolie decided to return her adopted children to orphanages in order to focus on her career.            ",150,fake_news,4-Oct-16,1,1,fake_news,4-Oct-16
"After Donald Trump was elected president, Pope Francis said he had lost all faith in American Christians.            ",300,fake_news,14-Nov-16,5,2.236067977,fake_news,14-Nov-16
"After Donald Trump won the 2016 election, Ford decided to move production of their vehicles from Mexico to Ohio.",300,politics,15-Nov-16,5,2.236067977,politics,15-Nov-16
"After FBI Director Jim Comey announced that he was reviewing e-mails potentially linked to Hillary Clinton, several states announced that they were allowing people to change their early votes.",450,politics,29-Oct-16,4,2,politics,29-Oct-16
"After Hillary Clinton refused to participate in a final debate, GOP candidate Donald Trump agreed to debate Democrat challenger Bernie Sanders.            ",450,politics,26-May-16,11,3.31662479,politics,26-May-16
"After his release from prison, Brock Turner was beaten by a dildo-wielding flash mob.            ",150,fake_news,21-Sep-16,3,1.732050808,fake_news,21-Sep-16
"After losing the Wisconsin Republican primary, Donald Trump threatened to sue everyone in that state.",150,politics,8-Apr-16,1,1,politics,8-Apr-16
"After releasing a music video in which he fires a prank ""Bang!"" flag gun at a clown resembling Donald Trump, rapper Snoop Dogg was arrested for conspiracy by the Secret Service for suggesting that ""someone should do what I did with a real gun.""",150,fake_news,15-Mar-17,5,2.236067977,fake_news,15-Mar-17
"After the 26 July 2016 roll call vote at the Democratic National Convention, hundreds of empty seats appeared to have been vacated by a planned protest.            ",450,political_news,27-Jul-16,19,4.358898944,political_news,27-Jul-16
"After the Orlando shooting, President Obama recruited Laila Alawa to serve on an anti-violent extremism Department of Homeland Security task force.            ",450,politics,16-Jun-16,4,2,politics,16-Jun-16
Airlines are giving away free tickets or spending money to Facebook users who share and like a page.            ,150,inboxer_rebellion,8-Feb-16,1,1,inboxer_rebellion,8-Feb-16
Al Capone said that the United States wouldn't elect a woman president until the Chicago Cubs won the World Series.            ,150,politics,8-Nov-16,4,2,politics,8-Nov-16
Alabama CPS agents took custody of a baby because his teen mother was raped.            ,300,viral_phenomena,17-Jun-16,9,3,viral_phenomena,17-Jun-16
"Alan Rickman stated he envisioned sitting in a rocking chair at 80, reading 'Harry Potter' books to his grandchildren.            ",150,politics,14-Jan-16,12,3.464101615,politics,14-Jan-16
"Albert Einstein said ""I fear the day that technology will surpass our human interaction. The world will have a generation of idiots.""",150,questionable_quotes,6-Mar-17,5,2.236067977,questionable_quotes,6-Mar-17
Aldi is giving away 40% off grocery coupons to Facebook users.            ,150,inboxer_rebellion,20-Dec-15,4,2,inboxer_rebellion,20-Dec-15
"Alex Malarkey, protagonist of the book The Boy Who Came Back from Heaven: A True Story, actually visited Heaven.",150,political_news,15-Jan-15,2,1.414213562,political_news,15-Jan-15
"All ""Obama phones"" will be cut off after 31 December 2016.            ",150,politics,9-Nov-16,3,1.732050808,politics,9-Nov-16
"All Alaska residents who live in the state 190 days a year and who are not felons receive $2,000 a year.            ",450,politics,13-Sep-16,15,3.872983346,politics,13-Sep-16
All living former presidents have refused to attend Donald Trump's inauguration.            ,150,politics,27-Dec-16,4,2,politics,27-Dec-16
All living former Presidents of the United States have urged Americans to not vote for Donald Trump.,450,politics,18-Sep-16,4,2,politics,18-Sep-16
"All mentions of ""pro-life"" were scrubbed from the Donald J. Trump campaign web site 12 hours after he was elected president.            ",150,politics,10-Nov-16,17,4.123105626,politics,10-Nov-16
All three Speakers of the House involved with the impeachment of President Clinton later had sex scandals of their own.            ,600,political_news,4-May-16,12,3.464101615,political_news,4-May-16
Alton Sterling was a member of the Bloods gang and had a lengthy criminal record.,450,crime,8-Jul-16,10,3.16227766,crime,8-Jul-16
Alton Sterling was shot and killed by Louisiana police officer (and Donald Trump supporter) Robert Kinnison.            ,150,crime,6-Jul-16,5,2.236067977,crime,6-Jul-16
Amazon is issuing credits to many customers due to the settlement of an e-book lawsuit.            ,750,inboxer_rebellion,23-Jun-16,9,3,inboxer_rebellion,23-Jun-16
Amazon is taking part in a collection effort for Goodwill.            ,750,technology,27-Dec-16,4,2,technology,27-Dec-16
"Amazon's Alexa ordered an expensive dollhouse after a child asked the device to play with her, and a news report on the incident triggered several dozen more unwanted orders.            ",300,technology,7-Feb-17,3,1.732050808,technology,7-Feb-17
"American Chopper star Paul Teutul, Sr. was killed in a motorcycle accident in April 2016.",150,fake_news,19-Apr-16,3,1.732050808,fake_news,19-Apr-16
American flags were banned from display at the 2016 Democratic National Convention.,150,political_news,26-Jul-16,3,1.732050808,political_news,26-Jul-16
American intelligence has confirmed that President-elect Donald Trump was blackmailed by Russian operatives.,300,politics,10-Jan-17,8,2.828427125,politics,10-Jan-17
American legislator John Grumpart wants to ban Canadians from driving on U.S. roads.            ,150,fake_news,16-Sep-16,2,1.414213562,fake_news,16-Sep-16
"American Sniper subject Chris Kyle shot dozens of looters after Hurricane Katrina, killed two attempted carjackers, and punched Jesse Ventura in the face.            ",300,political_news,23-Jan-15,2,1.414213562,political_news,23-Jan-15
Americans are immune to the Zika virus.            ,150,science,25-May-16,9,3,science,25-May-16
"Americans can use their birth certificates to access secret ""strawman"" funds.            ",150,fraud_&_scams,17-Jan-17,9,3,fraud_&_scams,17-Jan-17
Americans crashed Canada's immigration web site immediately after Donald Trump was elected.            ,750,politics,9-Nov-16,6,2.449489743,politics,9-Nov-16
"Amidst ""clown sightings"" rumors, Walmart shoppers attacked or killed a woman ""wearing too much makeup.""            ",150,fake_news,5-Oct-16,1,1,fake_news,5-Oct-16
